Country Name,Country Code,Year,average_value_CO2 emissions (kt)
Liechtenstein,LIE,2010,190
Sri Lanka,LKA,2001,10850
Lower middle income,LMC,2017,5308121.50077267
Low & middle income,LMY,1967,4418104.23667221
Lesotho,LSO,1993,1540
Late-demographic dividend,LTE,2004,8860360.15926137
Late-demographic dividend,LTE,2016,14285376.5790834
Madagascar,MDG,2000,1650
Myanmar,MMR,1980,5526.169
Montenegro,MNE,1995,0
Malawi,MWI,1970,454.708
Namibia,NAM,1964,
Niger,NER,1960,29.336
Niger,NER,1992,530
Nepal,NPL,2002,2790
OECD members,OED,1965,7166296.46293215
Other small states,OSS,1997,86640.0544735928
Pakistan,PAK,2017,197700
Peru,PER,1999,28840
Paraguay,PRY,2007,3950
Paraguay,PRY,2017,8000
Rwanda,RWA,1995,450
Somalia,SOM,2005,580
Serbia,SRB,1993,43210
Sub-Saharan Africa (excluding high income),SSA,1965,174708.182206138
Sub-Saharan Africa (excluding high income),SSA,2003,570217.443240661
Slovenia,SVN,1988,
Sweden,SWE,2012,42150
Timor-Leste,TLS,2017,600
Trinidad and Tobago,TTO,1996,13300
Turkey,TUR,1980,75763.887
Tuvalu,TUV,1968,
Uganda,UGA,1973,1180.774
Uruguay,URY,1962,4011.698
World,WLD,2006,28223539.0535022
Samoa,WSM,2017,300
South Africa,ZAF,1991,242330
Aruba,ABW,1994,
Africa Eastern and Southern,AFE,1997,357963.108674783
Afghanistan,AFG,2012,10450
Armenia,ARM,1989,
Belgium,BEL,1979,140233.414
Brazil,BRA,1972,114362.729
Brazil,BRA,1993,215180
Barbados,BRB,1998,1270
Bhutan,BTN,2019,
Botswana,BWA,1986,1067.097
Botswana,BWA,1996,2920
Central African Republic,CAF,2004,240
Cote d'Ivoire,CIV,1996,3880
Costa Rica,CRI,2013,7780
Cuba,CUB,1998,26950
Curacao,CUW,1992,
Cyprus,CYP,1998,6550
Djibouti,DJI,1969,84.341
Dominica,DMA,2008,180
Dominican Republic,DOM,1973,5966.209
East Asia & Pacific (excluding high income),EAP,1987,2685634.11934101
Early-demographic dividend,EAR,2015,6852436.87383323
European Union,EUU,1981,3825160.6054786
European Union,EUU,1995,3389850
Faroe Islands,FRO,1970,256.69
Gabon,GAB,1964,190.684
Georgia,GEO,1987,
"Gambia, The",GMB,2009,480
Guyana,GUY,1997,1720
"Hong Kong SAR, China",HKG,2015,
Croatia,HRV,2003,21610
India,IND,2009,1568530
Italy,ITA,2000,436300
Kazakhstan,KAZ,2019,
Cambodia,KHM,1972,117.344
Cambodia,KHM,1992,1350
Least developed countries: UN classification,LDC,1995,83794.3973868775
Lower middle income,LMC,1984,1718544.96727068
Late-demographic dividend,LTE,2009,11682751.8797806
Luxembourg,LUX,2014,9650
Latvia,LVA,1966,
Monaco,MCO,1991,
Moldova,MDA,2000,6710
Middle East & North Africa (excluding high income),MNA,1987,496752.492895429
Northern Mariana Islands,MNP,2005,
North America,NAC,1967,3978962.8829077
North America,NAC,1986,4902348.01498245
New Caledonia,NCL,1965,1232.112
Niger,NER,1980,572.052
Nigeria,NGA,2000,76070
Nicaragua,NIC,1987,2438.555
Netherlands,NLD,2015,158110
Pakistan,PAK,1987,53534.533
Pacific island small states,PSS,1993,1750
French Polynesia,PYF,1995,
Rwanda,RWA,1994,460
Senegal,SEN,1974,1851.835
Small states,SST,1966,36652.4341373761
Slovak Republic,SVK,1964,
Eswatini,SWZ,2011,1020
Sint Maarten (Dutch part),SXM,1973,
Tajikistan,TJK,1979,
Turkmenistan,TKM,1989,
Middle East & North Africa (IDA & IBRD countries),TMN,1992,589800
Middle East & North Africa (IDA & IBRD countries),TMN,2019,
Trinidad and Tobago,TTO,2003,15320
Uganda,UGA,1970,1444.798
Uruguay,URY,1964,4558.081
Aruba,ABW,2017,
Africa Western and Central,AFW,2006,153210
Andorra,AND,2002,530
American Samoa,ASM,2016,
Burkina Faso,BFA,1995,640
Bangladesh,BGD,1967,21572.961
Bosnia and Herzegovina,BIH,1985,
Bosnia and Herzegovina,BIH,2014,19490
Belize,BLZ,1974,154.014
Brazil,BRA,1979,188322.452
Brazil,BRA,1988,209363.698
Brazil,BRA,2007,351520
Bhutan,BTN,1977,7.334
Chile,CHL,1995,38250
Cote d'Ivoire,CIV,1992,2770
"Congo, Dem. Rep.",COD,2014,4790
"Congo, Rep.",COG,1982,1345.789
Colombia,COL,1975,35896.263
Caribbean small states,CSS,2018,36920
Djibouti,DJI,2007,470
Denmark,DNK,2020,
East Asia & Pacific (excluding high income),EAP,2017,11507916.8367761
Europe & Central Asia,ECS,1972,8538858.8560425
Euro area,EMU,1991,2638010
Eritrea,ERI,1984,
Eritrea,ERI,2019,
Ethiopia,ETH,1991,2330
Fiji,FJI,1962,231.021
France,FRA,1971,462434.369
France,FRA,1993,349530
Georgia,GEO,2010,5320
Georgia,GEO,2019,
Ghana,GHA,2017,14780
Guinea-Bissau,GNB,2001,150
Grenada,GRD,1962,25.669
"Hong Kong SAR, China",HKG,1964,4224.384
Heavily indebted poor countries (HIPC),HPC,1964,23848.5445272693
Heavily indebted poor countries (HIPC),HPC,1976,50418.4113447821
IDA blend,IDB,2004,363280
Iceland,ISL,1978,1925.175
Italy,ITA,1982,369681.271
Kenya,KEN,2009,11710
Lao PDR,LAO,1974,293.36
Lebanon,LBN,1991,7040
Lebanon,LBN,2008,18660
Liechtenstein,LIE,1985,
Sri Lanka,LKA,1994,5770
Sri Lanka,LKA,2009,12290
Lesotho,LSO,1971,
"Macao SAR, China",MAC,1975,297.027
Madagascar,MDG,1979,1133.103
Maldives,MDV,1979,29.336
Mexico,MEX,1984,277624.903
Marshall Islands,MHL,1965,
North Macedonia,MKD,1980,
Malta,MLT,1964,498.712
Mongolia,MNG,2011,15730
Mozambique,MOZ,1994,1100
Mauritius,MUS,2018,4130
Namibia,NAM,2008,2960
Niger,NER,1997,650
Oman,OMN,1987,9464.527
Oman,OMN,2015,68300
Peru,PER,1989,21840.652
Poland,POL,2012,303350
Qatar,QAT,1965,6292.572
Russian Federation,RUS,1965,1897052.777
Saudi Arabia,SAU,2017,540700
Sierra Leone,SLE,2001,430
El Salvador,SLV,1989,2588.902
San Marino,SMR,1988,
Somalia,SOM,1981,275.025
Serbia,SRB,1960,
South Sudan,SSD,1988,
Suriname,SUR,1975,2020.517
Sweden,SWE,1987,59717.095
Sweden,SWE,2019,
Sint Maarten (Dutch part),SXM,1985,
Seychelles,SYC,1967,7.334
Seychelles,SYC,1992,180
Syrian Arab Republic,SYR,1986,31352.85
East Asia & Pacific (IDA & IBRD countries),TEA,1970,901269.030408229
Turkmenistan,TKM,1975,
Middle East & North Africa (IDA & IBRD countries),TMN,1975,284790.221
Tonga,TON,1982,44.004
United States,USA,1976,4613100.668
British Virgin Islands,VGB,1968,14.668
Samoa,WSM,2015,240
Kosovo,XKX,1961,
"Yemen, Rep.",YEM,2008,22010
Armenia,ARM,1969,
American Samoa,ASM,1962,
Antigua and Barbuda,ATG,2017,500
Australia,AUS,1984,236594.84
Austria,AUT,2009,64420
Azerbaijan,AZE,1968,
Azerbaijan,AZE,1994,47580
Burundi,BDI,1991,230
"Bahamas, The",BHS,2014,2620
Brazil,BRA,1960,46908.264
Brunei Darussalam,BRN,1997,5090
Canada,CAN,2007,571310
Channel Islands,CHI,2015,
Chile,CHL,1987,22673.061
Cameroon,CMR,2001,6330
Colombia,COL,1999,55870
Colombia,COL,2005,57910
Comoros,COM,1960,11.001
Cabo Verde,CPV,1979,249.356
Costa Rica,CRI,1987,2757.584
Cayman Islands,CYM,1974,55.005
Finland,FIN,1987,57656.241
Georgia,GEO,1979,
Ghana,GHA,1964,1650.15
Guinea,GIN,1982,982.756
"Hong Kong SAR, China",HKG,1967,6057.884
Croatia,HRV,1974,
Croatia,HRV,1978,
IDA & IBRD total,IBT,2009,16937581.8917485
India,IND,2008,1423880
India,IND,2020,
Ireland,IRL,2015,36990
Italy,ITA,1993,396930
Jamaica,JAM,1980,8452.435
Cambodia,KHM,1971,249.356
Kuwait,KWT,1960,7803.376
Latin America & Caribbean (excluding high income),LAC,1989,869728.059
Lao PDR,LAO,2019,
Liberia,LBR,1997,450
St. Lucia,LCA,2017,370
Low income,LIC,1976,150663.390286548
Low income,LIC,2019,
Lower middle income,LMC,1964,574666.364657228
Late-demographic dividend,LTE,2017,14543128.4008475
North Macedonia,MKD,2005,9360
Mali,MLI,2014,3120
Mauritania,MRT,1978,583.053
Malaysia,MYS,1980,27997.545
Niger,NER,1985,997.424
Nepal,NPL,2012,6000
OECD members,OED,2016,11961830
OECD members,OED,2019,
Panama,PAN,1968,2020.517
Philippines,PHL,1996,67490
Pre-demographic dividend,PRE,2000,225894.621850691
Portugal,PRT,1964,11023.002
Rwanda,RWA,2014,810
Sint Maarten (Dutch part),SXM,1991,
Europe & Central Asia (IDA & IBRD countries),TEC,2006,3201678.07350311
Togo,TGO,2018,2260
Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,469563.98843159
Tuvalu,TUV,1994,10
Ukraine,UKR,2006,303990
British Virgin Islands,VGB,1999,
Zambia,ZMB,1992,2850
Andorra,AND,1969,
Arab World,ARB,1989,695544.213205022
Antigua and Barbuda,ATG,2015,490
Austria,AUT,2010,69960
Azerbaijan,AZE,2004,34090
Burundi,BDI,2012,390
"Bahamas, The",BHS,1998,2270
Bolivia,BOL,2000,8000
Barbados,BRB,2013,1480
Botswana,BWA,1994,3080
"Congo, Rep.",COG,2002,2800
Comoros,COM,2010,160
Caribbean small states,CSS,1987,29240.658
Curacao,CUW,1985,
Czech Republic,CZE,1990,150200
Denmark,DNK,1970,62100.645
Europe & Central Asia,ECS,1966,6497112.54870573
Euro area,EMU,1997,2587240
Finland,FIN,1992,52280
Guinea-Bissau,GNB,1970,69.673
Equatorial Guinea,GNQ,1968,29.336
Equatorial Guinea,GNQ,1987,99.009
Heavily indebted poor countries (HIPC),HPC,1961,20698.3191051718
Croatia,HRV,1962,
Croatia,HRV,1991,14630
IBRD only,IBD,1978,8674041.27803161
IDA & IBRD total,IBT,2003,12157165.8662132
IDA blend,IDB,2011,414270
Indonesia,IDN,1982,105407.915
IDA only,IDX,1976,96052.7529559243
India,IND,1966,171765.947
India,IND,2011,1760800
Ireland,IRL,2019,
Iceland,ISL,1975,1617.147
Italy,ITA,2004,472410
Jordan,JOR,2011,20760
Japan,JPN,2011,1212170
Kiribati,KIR,1979,25.669
Kiribati,KIR,1987,22.002
St. Kitts and Nevis,KNA,1972,29.336
St. Kitts and Nevis,KNA,2019,
"Korea, Rep.",KOR,2010,574260
Liberia,LBR,1983,711.398
Lithuania,LTU,1995,13740
Monaco,MCO,1987,
Middle income,MIC,2015,19938728.7904212
Mali,MLI,1985,407.037
Northern Mariana Islands,MNP,1963,
Malawi,MWI,1990,720
North America,NAC,2019,
Namibia,NAM,2017,4330
New Caledonia,NCL,2002,
Netherlands,NLD,1968,113552.322
Puerto Rico,PRI,1982,
"Korea, Dem. People's Rep.",PRK,2010,51620
"Korea, Dem. People's Rep.",PRK,2014,31420
Paraguay,PRY,1978,1459.466
Pacific island small states,PSS,1983,1513.02109296132
Qatar,QAT,2009,57170
Saudi Arabia,SAU,1970,45291.117
Singapore,SGP,1982,29750.371
Sierra Leone,SLE,2016,960
San Marino,SMR,1977,
Somalia,SOM,1972,234.688
Serbia,SRB,2009,47070
Sub-Saharan Africa,SSF,2015,777968.88796473
Small states,SST,1993,108974.029633815
Sao Tome and Principe,STP,2009,90
Syrian Arab Republic,SYR,2020,
Chad,TCD,1973,161.348
Turkmenistan,TKM,1996,29690
Middle East & North Africa (IDA & IBRD countries),TMN,1984,435588.262
South Asia (IDA & IBRD),TSA,1973,254691.485
Uzbekistan,UZB,1992,113070
"Venezuela, RB",VEN,1979,76570.627
British Virgin Islands,VGB,1985,47.671
Virgin Islands (U.S.),VIR,1991,
Virgin Islands (U.S.),VIR,2017,
Africa Eastern and Southern,AFE,1965,155803.780096242
Africa Eastern and Southern,AFE,1998,366634.479152127
Afghanistan,AFG,2011,12260
Albania,ALB,1964,2016.85
United Arab Emirates,ARE,1979,36607.661
Antigua and Barbuda,ATG,1993,250
Belgium,BEL,1960,91000.272
Benin,BEN,2012,4740
Bahrain,BHR,1973,5522.502
Bosnia and Herzegovina,BIH,1991,21440
Bermuda,BMU,1984,443.707
Canada,CAN,1994,438820
Central Europe and the Baltics,CEB,2010,708620
Channel Islands,CHI,1976,
Chile,CHL,1962,16725.187
Chile,CHL,1983,20839.561
Cameroon,CMR,2018,8620
"Congo, Dem. Rep.",COD,1971,2962.936
Cuba,CUB,1967,15749.765
Cuba,CUB,1980,31400.521
Czech Republic,CZE,1965,
Dominica,DMA,1967,22.002
"Egypt, Arab Rep.",EGY,1991,89390
Ghana,GHA,1968,1763.827
Gibraltar,GIB,2017,
Guinea-Bissau,GNB,1978,102.676
Equatorial Guinea,GNQ,1988,106.343
Equatorial Guinea,GNQ,2011,9710
Guyana,GUY,1976,1752.826
"Hong Kong SAR, China",HKG,1978,15753.432
IDA & IBRD total,IBT,2018,21860535.5217268
IDA total,IDA,1984,383571.656130792
IDA only,IDX,2019,
Isle of Man,IMN,2003,
Israel,ISR,2007,66590
Cambodia,KHM,1960,234.688
Kiribati,KIR,1971,29.336
Libya,LBY,1975,11580.386
St. Lucia,LCA,1963,22.002
St. Lucia,LCA,1965,25.669
Latin America & Caribbean,LCN,1985,907461.582315247
Low income,LIC,1982,171547.199016002
Low income,LIC,2018,149413.711945085
Sri Lanka,LKA,2006,12410
Lower middle income,LMC,1986,1901851.28667167
Lesotho,LSO,1982,
Latvia,LVA,1974,
"Macao SAR, China",MAC,1963,106.343
Moldova,MDA,1980,
Maldives,MDV,1991,160
Maldives,MDV,2011,1010
Mexico,MEX,2000,384480
Mali,MLI,1988,385.035
Mongolia,MNG,1995,10280
Mozambique,MOZ,1964,2141.528
Malawi,MWI,1975,579.386
Namibia,NAM,1979,
New Caledonia,NCL,1988,1507.137
Nicaragua,NIC,1984,1851.835
Netherlands,NLD,1986,145095.856
Netherlands,NLD,2009,160540
Portugal,PRT,1993,45790
West Bank and Gaza,PSE,1984,
Pacific island small states,PSS,1989,1593.5009383316
French Polynesia,PYF,1970,194.351
Russian Federation,RUS,1960,1448637.349
Senegal,SEN,1971,1353.123
Singapore,SGP,2018,47360
Solomon Islands,SLB,1987,161.348
South Sudan,SSD,1982,
Sao Tome and Principe,STP,2020,
Suriname,SUR,1991,2020
Suriname,SUR,2019,
Slovak Republic,SVK,2018,33000
Europe & Central Asia (IDA & IBRD countries),TEC,2004,3057774.72767642
Thailand,THA,1989,78891.838
Tajikistan,TJK,1968,
Turkmenistan,TKM,1981,
Middle East & North Africa (IDA & IBRD countries),TMN,2007,1121860
Sub-Saharan Africa (IDA & IBRD countries),TSS,1986,483689.171321752
Trinidad and Tobago,TTO,1964,3795.345
Trinidad and Tobago,TTO,2011,23190
Upper middle income,UMC,1980,7080956.24931578
"Venezuela, RB",VEN,1960,57069.521
"Venezuela, RB",VEN,2016,162060
Vietnam,VNM,1970,28199.23
Vietnam,VNM,1994,26750
Afghanistan,AFG,2013,8510
Argentina,ARG,1969,77329.696
Argentina,ARG,1974,95569.354
Argentina,ARG,2015,186090
Armenia,ARM,2003,3500
Burundi,BDI,1985,231.021
Burkina Faso,BFA,2005,1150
Belarus,BLR,2002,51770
Bolivia,BOL,1999,7960
Brunei Darussalam,BRN,1973,9981.574
Bhutan,BTN,2015,960
Botswana,BWA,2000,4030
Central African Republic,CAF,2010,270
Channel Islands,CHI,1967,
Cote d'Ivoire,CIV,1962,586.72
Cameroon,CMR,1989,7634.694
"Congo, Rep.",COG,1965,245.689
Cabo Verde,CPV,1971,36.67
Cabo Verde,CPV,1995,120
Costa Rica,CRI,1986,2607.237
Costa Rica,CRI,1998,5020
Curacao,CUW,1990,
Djibouti,DJI,2014,460
Denmark,DNK,1998,59740
Early-demographic dividend,EAR,1995,3189027.55487052
Early-demographic dividend,EAR,2018,7400359.5242425
Ecuador,ECU,1995,19780
Eritrea,ERI,1983,
Ethiopia,ETH,2016,14950
European Union,EUU,1997,3418590
Finland,FIN,2003,71710
Fiji,FJI,1983,715.065
Fiji,FJI,1988,553.717
France,FRA,1981,454700.666
"Micronesia, Fed. Sts.",FSM,1989,
Gabon,GAB,1990,4130
Georgia,GEO,2001,3520
Georgia,GEO,2011,6520
Georgia,GEO,2017,9630
Equatorial Guinea,GNQ,1979,62.339
Equatorial Guinea,GNQ,2002,4030
Guam,GUM,2013,
High income,HIC,1997,12608798.3784356
IDA total,IDA,1981,349067.086245545
IDA total,IDA,2018,915178.569633271
India,IND,2002,987530
Jamaica,JAM,2001,10080
Jordan,JOR,1985,8540.443
Kazakhstan,KAZ,1982,
Kenya,KEN,1973,3920.023
Lower middle income,LMC,1981,1476160.41884856
Luxembourg,LUX,2013,10150
Morocco,MAR,1997,30330
Maldives,MDV,1974,3.667
Marshall Islands,MHL,1996,90
Northern Mariana Islands,MNP,2007,
Mozambique,MOZ,1972,3300.3
Mauritania,MRT,1986,374.034
New Caledonia,NCL,1996,
Niger,NER,1978,418.038
Norway,NOR,1971,27198.139
Norway,NOR,1993,32030
Peru,PER,2004,31300
Papua New Guinea,PNG,1962,198.018
Papua New Guinea,PNG,1973,1345.789
Portugal,PRT,2010,50940
Paraguay,PRY,1962,392.369
Paraguay,PRY,1968,590.387
Post-demographic dividend,PST,2014,11206623.980318
French Polynesia,PYF,2017,
South Asia,SAS,1966,216370.266765723
South Asia,SAS,2004,1254230
Saudi Arabia,SAU,1978,115132.799
Sub-Saharan Africa,SSF,1981,404962.865499049
Suriname,SUR,1979,2295.542
Sweden,SWE,1966,72591.932
Sweden,SWE,2004,53590
Eswatini,SWZ,2017,1040
Tajikistan,TJK,2012,2990
Timor-Leste,TLS,1992,0
Tonga,TON,2007,130
Tonga,TON,2009,140
Turkey,TUR,2000,216620
Turkey,TUR,2014,340640
Tuvalu,TUV,2016,10
Tanzania,TZA,2003,3760
Ukraine,UKR,1963,
St. Vincent and the Grenadines,VCT,1980,36.67
Aruba,ABW,2000,
United Arab Emirates,ARE,2005,116280
American Samoa,ASM,1963,
American Samoa,ASM,1999,
Austria,AUT,1966,39258.902
Burkina Faso,BFA,1963,88.008
"Bahamas, The",BHS,1971,6732.612
Bosnia and Herzegovina,BIH,1978,
Brunei Darussalam,BRN,1994,4140
Central Europe and the Baltics,CEB,1975,1022139.6222034
Switzerland,CHE,1980,40538.685
Cote d'Ivoire,CIV,1984,5405.158
Cameroon,CMR,1998,6760
Colombia,COL,2001,58560
Cuba,CUB,1986,33567.718
Curacao,CUW,2016,
Dominica,DMA,2007,180
East Asia & Pacific (excluding high income),EAP,1991,2825502.41610503
Europe & Central Asia,ECS,1981,10085576.2915828
Euro area,EMU,1996,2615430
Eritrea,ERI,2000,640
Spain,ESP,1973,155367.123
Estonia,EST,1990,35020
Ethiopia,ETH,1981,1866.503
France,FRA,2011,333530
Guinea,GIN,2016,2830
Equatorial Guinea,GNQ,1990,60
Guam,GUM,1969,
Indonesia,IDN,2001,301830
Indonesia,IDN,2015,490840
Iraq,IRQ,1997,115790
Israel,ISR,2003,62890
Italy,ITA,1995,416420
Kyrgyz Republic,KGZ,2007,6470
Kiribati,KIR,2019,
Liberia,LBR,1989,667.394
Least developed countries: UN classification,LDC,2016,310386.331181776
Low & middle income,LMY,1993,9067133.49002051
Late-demographic dividend,LTE,1994,6203621.01946472
Lithuania,LTU,1962,
"Macao SAR, China",MAC,2018,
Middle East & North Africa,MEA,1982,632516.135279344
Mexico,MEX,1990,267700
Mexico,MEX,2018,472140
Middle income,MIC,1977,7939938.95073352
Mozambique,MOZ,1963,1661.151
Niger,NER,1981,685.729
Nigeria,NGA,1990,67850
Oman,OMN,1996,15820
Other small states,OSS,1966,21758.8126132442
Philippines,PHL,1966,16123.799
Paraguay,PRY,1989,2244.204
Post-demographic dividend,PST,1994,11330296.5463493
Russian Federation,RUS,2006,1590090
Sierra Leone,SLE,1965,282.359
El Salvador,SLV,1964,1232.112
El Salvador,SLV,1996,4390
Serbia,SRB,1980,
Sub-Saharan Africa,SSF,1964,157405.736883927
Sub-Saharan Africa,SSF,1973,292361.906268386
Sub-Saharan Africa,SSF,2004,606629.947857664
Suriname,SUR,1969,1521.805
Sweden,SWE,1988,57443.555
Eswatini,SWZ,1999,1220
East Asia & Pacific (IDA & IBRD countries),TEA,2009,8757280
Togo,TGO,1987,766.403
Trinidad and Tobago,TTO,1969,3905.355
Uganda,UGA,1984,583.053
Uganda,UGA,2004,1770
Upper middle income,UMC,1969,3996775.02966216
Upper middle income,UMC,2008,12027545.7096412
Uruguay,URY,1981,5375.822
Uzbekistan,UZB,1979,
"Venezuela, RB",VEN,2005,157570
British Virgin Islands,VGB,1975,25.669
Virgin Islands (U.S.),VIR,1963,
Virgin Islands (U.S.),VIR,1983,
Vietnam,VNM,1980,16820.529
World,WLD,1993,20874105.0265849
Samoa,WSM,1979,95.342
Samoa,WSM,1983,113.677
Angola,AGO,1998,11370
United Arab Emirates,ARE,1992,59640
Antigua and Barbuda,ATG,1975,707.731
Burundi,BDI,1961,
Benin,BEN,1972,388.702
Burkina Faso,BFA,1971,150.347
Burkina Faso,BFA,2003,1100
Bangladesh,BGD,1961,14656.999
Bosnia and Herzegovina,BIH,1976,
Bermuda,BMU,2015,
Bhutan,BTN,2010,470
Cote d'Ivoire,CIV,1989,8522.108
Cabo Verde,CPV,1981,33.003
Curacao,CUW,1998,
Cyprus,CYP,1972,2405.552
Germany,DEU,2012,760020
Dominican Republic,DOM,1994,11140
East Asia & Pacific,EAS,1975,2690218.03663181
East Asia & Pacific,EAS,2003,7805467.65905364
Ecuador,ECU,2013,39430
Estonia,EST,2015,15370
European Union,EUU,1991,3523680
Finland,FIN,1971,40582.689
"Micronesia, Fed. Sts.",FSM,1961,
Georgia,GEO,1990,33490
Ghana,GHA,2015,15130
Greece,GRC,1973,37256.72
Guam,GUM,1986,
High income,HIC,2019,
Hungary,HUN,1978,88187.683
Hungary,HUN,1995,57430
IBRD only,IBD,1972,6391844.86633683
Indonesia,IDN,2013,454320
IDA only,IDX,2010,293392.299922107
"Iran, Islamic Rep.",IRN,1988,176115.009
Israel,ISR,1996,48730
Israel,ISR,1997,50970
Cambodia,KHM,2012,5420
Kiribati,KIR,2012,60
Latin America & Caribbean (excluding high income),LAC,1981,716513.465
Lao PDR,LAO,1967,319.029
Lao PDR,LAO,1981,150.347
Latin America & Caribbean,LCN,1993,974815.448528499
Liechtenstein,LIE,2011,180
Sri Lanka,LKA,2004,12870
"Macao SAR, China",MAC,1994,
"Macao SAR, China",MAC,2006,
Monaco,MCO,1964,
Moldova,MDA,2004,7780
Marshall Islands,MHL,1975,
Marshall Islands,MHL,1995,90
Montenegro,MNE,2010,2580
Northern Mariana Islands,MNP,1960,
Niger,NER,1969,190.684
Nigeria,NGA,1998,76640
Nicaragua,NIC,2009,4390
Nauru,NRU,2009,40
New Zealand,NZL,1996,25500
Oman,OMN,1969,234.688
Panama,PAN,1964,1243.113
Papua New Guinea,PNG,1998,2650
Poland,POL,1963,231219.018
Paraguay,PRY,1973,869.079
West Bank and Gaza,PSE,1962,
Russian Federation,RUS,1981,3425062.341
Saudi Arabia,SAU,2009,399630
Senegal,SEN,1973,1551.141
Singapore,SGP,2016,46160
San Marino,SMR,1978,
Sub-Saharan Africa,SSF,1986,483689.171321752
Suriname,SUR,2000,1480
Suriname,SUR,2020,
Eswatini,SWZ,1965,80.674
Seychelles,SYC,1980,95.342
Turkmenistan,TKM,2007,56200
Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,444091.285453394
Turkey,TUR,1998,193850
Tanzania,TZA,1977,2013.183
Uganda,UGA,2008,3180
Ukraine,UKR,1969,
"Venezuela, RB",VEN,1986,109529.623
"Venezuela, RB",VEN,1995,116940
British Virgin Islands,VGB,1969,18.335
Samoa,WSM,2010,190
South Africa,ZAF,1973,173533.441
Zimbabwe,ZWE,1995,15480
Albania,ALB,1988,7326.666
Albania,ALB,2000,3170
Andorra,AND,1968,
Armenia,ARM,1982,
Antigua and Barbuda,ATG,1995,270
Antigua and Barbuda,ATG,2020,
Azerbaijan,AZE,1976,
Azerbaijan,AZE,2016,32660
Bangladesh,BGD,1965,19974.149
